abbr,category,jobtitle
IA,Healthcare,Exercise Physiologists
KS,Healthcare,Exercise Physiologists
KY,Healthcare,Exercise Physiologists
LA,Healthcare,Exercise Physiologists
MD,Healthcare,Exercise Physiologists
MA,Healthcare,Exercise Physiologists
MI,Healthcare,Exercise Physiologists
MN,Healthcare,Exercise Physiologists
MS,Healthcare,Exercise Physiologists
MO,Healthcare,Exercise Physiologists
NH,Healthcare,Exercise Physiologists
NJ,Healthcare,Exercise Physiologists
NY,Healthcare,Exercise Physiologists
NC,Healthcare,Exercise Physiologists
OH,Healthcare,Exercise Physiologists
OR,Healthcare,Exercise Physiologists
PA,Healthcare,Exercise Physiologists
SC,Healthcare,Exercise Physiologists
TN,Healthcare,Exercise Physiologists
TX,Healthcare,Exercise Physiologists
VA,Healthcare,Exercise Physiologists
WA,Healthcare,Exercise Physiologists
WI,Healthcare,Exercise Physiologists
AL,Construction / Facilities,Explosives Workers
AK,Construction / Facilities,Explosives Workers
AZ,Construction / Facilities,Explosives Workers
AR,Construction / Facilities,Explosives Workers
CA,Construction / Facilities,Explosives Workers
CO,Construction / Facilities,Explosives Workers
GA,Construction / Facilities,Explosives Workers
HI,Construction / Facilities,Explosives Workers
ID,Construction / Facilities,Explosives Workers
IL,Construction / Facilities,Explosives Workers
IN,Construction / Facilities,Explosives Workers
IA,Construction / Facilities,Explosives Workers
KY,Construction / Facilities,Explosives Workers
LA,Construction / Facilities,Explosives Workers
MD,Construction / Facilities,Explosives Workers
MI,Construction / Facilities,Explosives Workers
MN,Construction / Facilities,Explosives Workers
MO,Construction / Facilities,Explosives Workers
MT,Construction / Facilities,Explosives Workers
NV,Construction / Facilities,Explosives Workers
NM,Construction / Facilities,Explosives Workers
NY,Construction / Facilities,Explosives Workers
NC,Construction / Facilities,Explosives Workers
OH,Construction / Facilities,Explosives Workers
OK,Construction / Facilities,Explosives Workers
PA,Construction / Facilities,Explosives Workers
TN,Construction / Facilities,Explosives Workers
TX,Construction / Facilities,Explosives Workers
UT,Construction / Facilities,Explosives Workers
VA,Construction / Facilities,Explosives Workers
WA,Construction / Facilities,Explosives Workers
WV,Construction / Facilities,Explosives Workers
WI,Construction / Facilities,Explosives Workers
WY,Construction / Facilities,Explosives Workers
AL,Construction / Facilities,Extraction Workers
AK,Construction / Facilities,Extraction Workers
AR,Construction / Facilities,Extraction Workers
CA,Construction / Facilities,Extraction Workers
CO,Construction / Facilities,Extraction Workers
GA,Construction / Facilities,Extraction Workers
IL,Construction / Facilities,Extraction Workers
IN,Construction / Facilities,Extraction Workers
IA,Construction / Facilities,Extraction Workers
LA,Construction / Facilities,Extraction Workers
MD,Construction / Facilities,Extraction Workers
NV,Construction / Facilities,Extraction Workers
NM,Construction / Facilities,Extraction Workers
NY,Construction / Facilities,Extraction Workers
ND,Construction / Facilities,Extraction Workers
OH,Construction / Facilities,Extraction Workers
PA,Construction / Facilities,Extraction Workers
TX,Construction / Facilities,Extraction Workers
WA,Construction / Facilities,Extraction Workers
WV,Construction / Facilities,Extraction Workers
WY,Construction / Facilities,Extraction Workers
AL,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
AZ,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
AR,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
CA,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
CO,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
CT,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
DE,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
FL,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
GA,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
HI,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
ID,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
IL,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
IN,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
IA,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
KS,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
KY,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
LA,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
ME,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
MA,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
MI,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
MN,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
MS,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
MO,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
NE,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
NV,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
NH,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
NJ,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
NM,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
NY,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
NC,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
ND,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
OH,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
OK,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
OR,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
PA,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
RI,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
SC,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
SD,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
TN,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
TX,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
UT,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
VT,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
VA,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
WA,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
WV,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
WI,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
PR,Manufacturing / Mechanical,Extruding and Drawing Machine Setters
AL,Manufacturing / Mechanical,Extruding and Forming Machine Setters
AR,Manufacturing / Mechanical,Extruding and Forming Machine Setters
CA,Manufacturing / Mechanical,Extruding and Forming Machine Setters
DE,Manufacturing / Mechanical,Extruding and Forming Machine Setters
FL,Manufacturing / Mechanical,Extruding and Forming Machine Setters
GA,Manufacturing / Mechanical,Extruding and Forming Machine Setters
IL,Manufacturing / Mechanical,Extruding and Forming Machine Setters
IN,Manufacturing / Mechanical,Extruding and Forming Machine Setters
KS,Manufacturing / Mechanical,Extruding and Forming Machine Setters
KY,Manufacturing / Mechanical,Extruding and Forming Machine Setters
LA,Manufacturing / Mechanical,Extruding and Forming Machine Setters
MA,Manufacturing / Mechanical,Extruding and Forming Machine Setters
MI,Manufacturing / Mechanical,Extruding and Forming Machine Setters
MN,Manufacturing / Mechanical,Extruding and Forming Machine Setters
MS,Manufacturing / Mechanical,Extruding and Forming Machine Setters
NV,Manufacturing / Mechanical,Extruding and Forming Machine Setters
NJ,Manufacturing / Mechanical,Extruding and Forming Machine Setters
NY,Manufacturing / Mechanical,Extruding and Forming Machine Setters
NC,Manufacturing / Mechanical,Extruding and Forming Machine Setters
OH,Manufacturing / Mechanical,Extruding and Forming Machine Setters
OK,Manufacturing / Mechanical,Extruding and Forming Machine Setters
PA,Manufacturing / Mechanical,Extruding and Forming Machine Setters
SC,Manufacturing / Mechanical,Extruding and Forming Machine Setters
TN,Manufacturing / Mechanical,Extruding and Forming Machine Setters
TX,Manufacturing / Mechanical,Extruding and Forming Machine Setters
VT,Manufacturing / Mechanical,Extruding and Forming Machine Setters
VA,Manufacturing / Mechanical,Extruding and Forming Machine Setters
WA,Manufacturing / Mechanical,Extruding and Forming Machine Setters
WV,Manufacturing / Mechanical,Extruding and Forming Machine Setters
WI,Manufacturing / Mechanical,Extruding and Forming Machine Setters
AL,Manufacturing / Mechanical,Extruding
AZ,Manufacturing / Mechanical,Extruding
AR,Manufacturing / Mechanical,Extruding
CA,Manufacturing / Mechanical,Extruding
CO,Manufacturing / Mechanical,Extruding
CT,Manufacturing / Mechanical,Extruding
DE,Manufacturing / Mechanical,Extruding
FL,Manufacturing / Mechanical,Extruding
GA,Manufacturing / Mechanical,Extruding
HI,Manufacturing / Mechanical,Extruding
ID,Manufacturing / Mechanical,Extruding
IL,Manufacturing / Mechanical,Extruding
IN,Manufacturing / Mechanical,Extruding
IA,Manufacturing / Mechanical,Extruding
KS,Manufacturing / Mechanical,Extruding
KY,Manufacturing / Mechanical,Extruding
LA,Manufacturing / Mechanical,Extruding
ME,Manufacturing / Mechanical,Extruding
MD,Manufacturing / Mechanical,Extruding
MA,Manufacturing / Mechanical,Extruding
MI,Manufacturing / Mechanical,Extruding
MN,Manufacturing / Mechanical,Extruding
MS,Manufacturing / Mechanical,Extruding
MO,Manufacturing / Mechanical,Extruding
MT,Manufacturing / Mechanical,Extruding
NE,Manufacturing / Mechanical,Extruding
NV,Manufacturing / Mechanical,Extruding
NH,Manufacturing / Mechanical,Extruding
NJ,Manufacturing / Mechanical,Extruding
NM,Manufacturing / Mechanical,Extruding
NY,Manufacturing / Mechanical,Extruding
NC,Manufacturing / Mechanical,Extruding
ND,Manufacturing / Mechanical,Extruding
